JP1, 22.50, 22.50, 0.00, JUMPER-SMT_3_1-NC_TRACE_NO-SILK, SMT-JUMPER_3_1-NC_TRACE_NO-SILK
JP2, 27.00, 25.65, 0.00, JUMPER-SMT_3_1-NC_TRACE_NO-SILK, SMT-JUMPER_3_1-NC_TRACE_NO-SILK
